Datum,Minimum Temp [°C],Maximum Temp [°C],Mittel Temp [°C],Niederschlag [l/m2],Sonnenschein [h],Schneehöhe [cm],Max Windböe [Bft],Max Windböe [km/h]
03.05.2023,4,"15,9","9,5",0,"8,8",0,5.0,30.0
04.05.2023,"3,1","19,5","11,9",0,"13,2",0,5.0,31.0
05.05.2023,"6,2","20,5","13,6","11,7","5,6",0,6.0,44.0
06.05.2023,"8,7","19,5","13,6",0,"5,5",0,3.0,17.0
07.05.2023,"7,8","19,8","13,8","14,5","7,5",0,6.0,49.0
08.05.2023,"8,6","14,1",12,0,0,0,4.0,22.0
09.05.2023,"7,5","18,6","13,3","11,5","7,6",0,4.0,28.0
10.05.2023,"9,2","13,8","11,4",2,0,0,4.0,28.0
11.05.2023,"8,2","11,2","9,4","3,2",0,0,4.0,26.0
12.05.2023,"8,1","13,1",10,"0,3","0,4",0,5.0,37.0
13.05.2023,"8,2","11,4","9,5",0,0,0,4.0,28.0
14.05.2023,"8,6",15,"10,4","11,9","1,8",0,5.0,38.0
15.05.2023,"6,5","16,5","10,6","0,7","5,8",0,5.0,29.0
16.05.2023,5,"12,1","9,3","0,1","2,2",0,7.0,51.0
25.01.2023,-2,0,"-1,1",0,0,1,4.0,28.0
26.01.2023,"-3,2","-1,9","-2,3",0,0,1,4.0,20.0
27.01.2023,"-3,4",-2,"-2,7",0,0,1,4.0,22.0
28.01.2023,"-2,6","-0,6","-1,7",0,"0,1",1,4.0,24.0
29.01.2023,-4,"-1,4","-2,2",0,0,1,4.0,28.0
30.01.2023,"-4,6","1,8","-1,1","0,2","0,7",1,5.0,36.0
31.01.2023,"-1,9","3,2",1,"0,1","2,2",1,6.0,45.0
01.02.2023,"1,4","3,8","2,8",0,0,0,6.0,50.0
02.02.2023,"2,6","4,1","3,5","1,4",0,0,7.0,51.0
03.02.2023,"2,5","5,8","4,2","0,9",0,0,7.0,54.0
04.02.2023,-2,"5,9","3,2",0,"1,5",0,7.0,53.0
05.02.2023,"-4,6","0,5","-1,1","2,7","0,4",0,4.0,22.0
06.02.2023,-4,0,"-1,8",1,"0,1",0,4.0,27.0
07.02.2023,"-8,6","-2,2","-5,4",0,"8,7",1,5.0,37.0
08.02.2023,"-9,5","-2,1","-5,9",0,"8,8",1,5.0,37.0
09.02.2023,"-12,9","1,1","-5,9",0,"6,7",1,4.0,22.0
10.02.2023,"-9,8","3,6","-3,7",0,9,0,3.0,12.0
11.02.2023,-7,"7,8","0,2",0,4,0,3.0,18.0
12.02.2023,"0,5","4,1","2,2",0,0,0,5.0,30.0
13.02.2023,"-0,9","0,8","-0,2",0,0,0,3.0,17.0
14.02.2023,"-1,8","1,8","-0,6",0,0,0,3.0,14.0
15.02.2023,"-3,1","7,7",0,0,"3,7",0,2.0,12.0
16.02.2023,"-2,9","11,4","4,5",0,"6,9",0,5.0,29.0
17.02.2023,"5,9",12,"9,1","0,1",1,0,6.0,42.0
18.02.2023,"7,3","12,8","9,9",0,1,0,7.0,62.0
19.02.2023,"5,5",9,"7,3","0,9","0,2",0,6.0,49.0
20.02.2023,"3,6","14,4","8,4",0,"8,9",0,5.0,31.0
21.02.2023,"-1,3","14,7","6,7",0,"9,3",0,4.0,21.0
22.02.2023,"-1,6","11,3","5,3","0,9","4,9",0,3.0,19.0
23.02.2023,"3,8","11,2","6,5","4,8",0,0,3.0,19.0
24.02.2023,"1,2","9,6","5,7",2,1,0,6.0,42.0
25.02.2023,"-2,7","3,5",1,"0,6","4,2",0,6.0,41.0
26.02.2023,"-7,3","-0,9","-3,2","0,6","2,6",0,6.0,46.0
27.02.2023,"-5,2","-0,4",-3,0,"4,8",0,7.0,55.0
28.02.2023,"-3,8","2,1","-1,8",0,"4,4",0,6.0,43.0
01.03.2023,"-2,6","4,3","0,5",0,"7,3",0,6.0,42.0
02.03.2023,"-0,8","6,9","1,6",0,"5,5",0,5.0,30.0
03.03.2023,"-1,9","7,6","2,2",0,"2,9",0,3.0,17.0
04.03.2023,"-3,4","2,1","-0,6",0,7,0,5.0,34.0
05.03.2023,"-0,7","2,5","0,7",0,0,0,4.0,20.0
06.03.2023,"-0,8","3,8",1,0,"0,3",0,5.0,32.0
07.03.2023,"-0,5","5,8","2,1",0,"5,7",0,6.0,42.0
08.03.2023,"0,3","10,4","5,3","7,4","0,6",0,7.0,50.0
09.03.2023,"4,1","12,3","8,7","0,8","3,8",0,8.0,62.0
10.03.2023,"0,9","9,2","6,3","2,3","1,7",0,9.0,78.0
11.03.2023,-4,"4,4","0,2",0,"5,6",0,6.0,47.0
12.03.2023,"-5,1",10,"3,5","0,4","0,4",0,6.0,40.0
13.03.2023,"5,4","17,3","11,2","22,9","6,4",0,7.0,57.0
14.03.2023,"0,4","11,1","6,4","4,7","2,7",0,8.0,65.0
15.03.2023,"-2,1","6,1","1,2","0,4","6,9",0,6.0,41.0
16.03.2023,"-3,2","9,3","1,9",0,"5,7",0,4.0,27.0
17.03.2023,"-1,2","15,5","6,5",0,"8,7",0,3.0,15.0
18.03.2023,"3,6","16,8","9,9","1,1","6,9",0,4.0,25.0
19.03.2023,"6,4","14,5","9,2","4,5","3,7",0,5.0,30.0
20.03.2023,"4,3",11,"7,6",0,"0,9",0,4.0,25.0
21.03.2023,"4,8","13,8","9,4",0,"3,4",0,4.0,24.0
30.11.2022,"0,8","3,5","2,4",0,0,0,4.0,26.0
01.12.2022,"0,4","2,1","1,3","0,3",0,0,4.0,20.0
02.12.2022,"-0,1","2,6","1,3","0,8",0,0,3.0,19.0
03.12.2022,"-1,5","0,8","-0,6",0,0,0,5.0,29.0
04.12.2022,"-1,5","0,4","-0,4",0,0,0,4.0,23.0
05.12.2022,"-1,5","3,8","1,2",0,0,0,4.0,22.0
06.12.2022,"-2,2","2,1","0,2",0,0,0,3.0,19.0
07.12.2022,"-0,3","3,1","1,1",0,"0,5",0,4.0,23.0
08.12.2022,"-4,9","0,3","-1,8",0,"0,4",0,3.0,15.0
09.12.2022,"-5,3","-0,6",-2,"2,9",0,0,3.0,18.0
10.12.2022,"-4,1","-0,8","-1,7","0,3",0,2,4.0,22.0
11.12.2022,"-9,8","-1,9","-5,3",0,"2,5",4,3.0,18.0
12.12.2022,"-11,8","-1,9","-7,8",0,"5,6",3,3.0,13.0
13.12.2022,"-12,1","-6,2","-8,3","0,5","4,8",3,4.0,26.0
14.12.2022,"-6,7","-0,7","-3,9","6,3",0,4,3.0,16.0
15.12.2022,"-4,3","-2,2","-3,3","4,9",0,7,5.0,30.0
16.12.2022,"-8,2","-2,1","-3,7","0,3",0,11,4.0,23.0
17.12.2022,"-13,2","-4,2","-8,8",0,"7,2",11,3.0,14.0
18.12.2022,"-8,1","-5,8","-6,9","0,1",0,11,3.0,18.0
19.12.2022,"-6,6","2,2","-1,3","0,1",1,11,4.0,21.0
20.12.2022,"-0,4","6,3","3,9","1,2","0,4",8,5.0,31.0
21.12.2022,"4,3","6,9","5,6","2,6","0,1",3,5.0,34.0
22.12.2022,"6,3","9,8","7,8","6,5","1,4",0,6.0,45.0
23.12.2022,"7,2","11,2","9,4","6,8",0,0,6.0,50.0
24.12.2022,"5,6","9,8",8,"1,4","1,6",0,5.0,33.0
25.12.2022,"5,4","11,6","7,6",0,"6,2",0,5.0,33.0
26.12.2022,"4,7","9,1","7,3","4,6",0,0,6.0,48.0
27.12.2022,"-2,5","5,9","2,1",0,"6,7",0,5.0,34.0
28.12.2022,"-2,5","6,2","3,3",0,"3,8",0,6.0,41.0
29.12.2022,5,"9,9","7,3","2,7","0,6",0,5.0,37.0
30.12.2022,"3,9","9,5","5,8","3,9","2,9",0,6.0,46.0
31.12.2022,"9,3","14,6","11,5",0,"4,4",0,6.0,41.0
01.01.2023,"5,4","14,7","10,6",0,"7,5",0,5.0,34.0
02.01.2023,"6,9","15,4","10,7","0,3","2,9",0,7.0,52.0
03.01.2023,"-0,2","7,7","5,1",0,"2,3",0,4.0,21.0
04.01.2023,3,"8,5","5,8","1,2","0,5",0,6.0,47.0
05.01.2023,7,"9,4","8,5","2,4","0,1",0,6.0,43.0
06.01.2023,"4,7","8,6","6,7",0,"1,3",0,4.0,25.0
07.01.2023,"0,3","8,1",5,0,"6,4",0,4.0,25.0
08.01.2023,"-1,5","7,2","3,3","8,1",0,0,6.0,39.0
09.01.2023,"2,2","5,8","3,9","1,9","0,5",0,6.0,44.0
10.01.2023,"1,2","4,4","2,2","0,5","0,4",0,5.0,33.0
11.01.2023,2,7,"5,1","1,7","0,3",0,6.0,39.0
12.01.2023,"2,6","7,3","5,3",0,"0,2",0,6.0,44.0
13.01.2023,"1,7","8,5","5,5","2,7","1,7",0,7.0,50.0
14.01.2023,"1,5","8,5","4,5",0,"0,5",0,6.0,49.0
15.01.2023,"0,4","9,3","4,5","5,7",0,0,7.0,54.0
16.01.2023,"-2,7","2,7","0,7",0,"1,6",0,7.0,57.0
17.01.2023,-3,1,"-0,4","0,9","1,9",0,6.0,40.0
18.01.2023,-3,"-0,3","-1,5","0,4","0,3",1,5.0,29.0
19.01.2023,"-7,5","-0,8","-3,6",0,"3,3",1,4.0,23.0
20.01.2023,"-9,8","-0,4","-3,6",0,"0,8",1,4.0,24.0
21.01.2023,"-10,5","-2,7","-5,3","0,4",0,0,5.0,38.0
22.01.2023,-5,"-1,1","-2,7","0,1","0,3",8,4.0,25.0
23.01.2023,"-3,8","0,6","-1,2",0,0,5,5.0,36.0
24.01.2023,"-0,4","0,9","0,2",0,0,4,6.0,42.0
05.10.2022,"3,2","20,9","12,5",0,"9,9",0,5.0,29.0
06.10.2022,"6,3","16,7","11,7",0,"2,2",0,4.0,20.0
07.10.2022,"7,9","15,1","11,4",0,"2,4",0,3.0,19.0
08.10.2022,4,"15,1","10,6",0,"3,7",0,5.0,33.0
09.10.2022,"4,1","13,1","8,7",0,"5,6",0,5.0,35.0
10.10.2022,"9,4","17,7","12,3","0,4","1,2",0,4.0,28.0
11.10.2022,"9,9","15,2","12,6",0,"0,4",0,4.0,20.0
12.10.2022,"6,2","14,6","11,4",0,"0,1",0,3.0,17.0
13.10.2022,"5,3","15,1","11,2",0,"0,5",0,4.0,24.0
14.10.2022,"10,4",15,"12,5","13,1",0,0,5.0,35.0
15.10.2022,"12,4","17,8","14,6","0,3","1,9",0,5.0,37.0
16.10.2022,"9,2","20,5","14,4",0,"3,5",0,4.0,23.0
17.10.2022,"6,6",22,"13,3",0,"9,9",0,3.0,19.0
18.10.2022,"8,5","20,9","14,2","0,1","7,3",0,4.0,27.0
19.10.2022,"8,7","14,5","11,9","0,2",0,0,4.0,24.0
20.10.2022,"8,3","12,7","10,4","1,7",0,0,3.0,19.0
21.10.2022,"10,9","15,5","13,1","10,6","0,1",0,5.0,36.0
22.10.2022,"7,6",18,"12,6",0,"5,9",0,5.0,34.0
23.10.2022,"5,8","18,8","11,9","4,1","5,5",0,7.0,60.0
24.10.2022,"9,7","14,2","12,8","3,8",0,0,6.0,44.0
25.10.2022,"6,8","16,9","10,8","0,3","6,5",0,4.0,25.0
26.10.2022,"8,1","19,2","12,5",0,"3,2",0,4.0,28.0
27.10.2022,5,"18,4","11,3",0,"8,2",0,3.0,19.0
28.10.2022,"8,9","20,1","14,5",0,"3,8",0,4.0,21.0
29.10.2022,"9,7","23,2","15,5",0,"6,9",0,4.0,20.0
30.10.2022,"7,1","23,1","13,4",0,"8,4",0,2.0,12.0
31.10.2022,"5,5","17,9","10,7",0,6,0,2.0,12.0
01.11.2022,"5,1",15,"10,8",0,"0,7",0,4.0,23.0
02.11.2022,"2,3","14,3","8,4",0,"3,2",0,4.0,24.0
03.11.2022,"1,3","9,6","4,9","2,4",0,0,6.0,42.0
04.11.2022,"4,1","9,4","7,2","2,9",0,0,4.0,28.0
05.11.2022,"-0,8","8,2","5,4","1,2","0,6",0,4.0,24.0
06.11.2022,"-1,4","5,9","2,6",0,"0,1",0,5.0,32.0
07.11.2022,"2,4","12,8","7,7",0,"2,7",0,5.0,31.0
08.11.2022,"-0,8","12,8","5,7","0,6","5,3",0,4.0,28.0
09.11.2022,"5,3","14,5",10,"4,8","0,4",0,5.0,38.0
10.11.2022,"0,8",13,"7,2",0,"7,6",0,4.0,20.0
11.11.2022,"-0,4","6,1","3,1",0,"0,9",0,3.0,13.0
12.11.2022,"2,3","5,8","3,8","0,1",0,0,3.0,14.0
13.11.2022,2,"6,8","3,4",0,"3,2",0,4.0,21.0
14.11.2022,"2,7","10,6","6,4","0,7","1,3",0,5.0,30.0
15.11.2022,"3,3","12,4","7,2",2,"5,4",0,3.0,17.0
16.11.2022,"0,7","11,3","7,1","1,8","2,1",0,4.0,22.0
17.11.2022,"1,8","12,4",7,"12,4","3,5",0,6.0,41.0
18.11.2022,"3,2","7,5","5,5","2,1","0,9",0,5.0,34.0
19.11.2022,"2,3",7,"4,6","0,5","0,6",0,4.0,26.0
20.11.2022,"0,1","6,5","3,4","2,7","0,6",0,6.0,40.0
21.11.2022,"1,4","7,3","3,3","0,5","3,2",0,5.0,32.0
22.11.2022,"1,9","5,6","3,8",0,0,0,4.0,24.0
23.11.2022,"0,6","7,7",4,"2,8","6,9",0,5.0,33.0
24.11.2022,"-1,7","7,6",4,1,"0,9",0,5.0,32.0
25.11.2022,"-2,2","6,8","2,5","1,1","0,3",0,4.0,23.0
26.11.2022,"-0,6","7,8","3,6",0,"4,5",0,3.0,16.0
27.11.2022,-3,"0,3","-0,9",0,0,0,3.0,14.0
28.11.2022,"-0,2","4,6","1,8","1,1",0,0,4.0,28.0
29.11.2022,"2,8","6,2","4,6",5,0,0,3.0,17.0
10.08.2022,"11,9","25,8","19,4",0,"13,7",0,6.0,45.0
11.08.2022,"10,4","26,4","18,7",0,"13,7",0,6.0,41.0
12.08.2022,"9,5","25,1","18,2",0,"13,6",0,6.0,40.0
13.08.2022,"8,7","26,5","17,7",0,"13,4",0,5.0,37.0
14.08.2022,"7,8","29,3","19,8",0,"12,8",0,5.0,32.0
15.08.2022,"12,5",27,"19,3",1,6,0,6.0,48.0
16.08.2022,"10,7","27,3","18,7",0,"11,1",0,5.0,37.0
17.08.2022,"11,3","27,3","20,6","11,4","9,2",0,6.0,43.0
18.08.2022,"15,7","23,3","18,9",35,"2,1",0,4.0,26.0
19.08.2022,"15,7","17,1","16,3","55,1",0,0,5.0,31.0
20.08.2022,"12,8","21,6","17,6",0,"1,6",0,5.0,33.0
21.08.2022,"9,1","24,5","16,9",0,"12,5",0,4.0,20.0
22.08.2022,"8,5",24,"16,5",0,"12,3",0,4.0,28.0
23.08.2022,8,"25,4","17,1",0,"12,8",0,4.0,20.0
24.08.2022,"8,9","25,4","17,4",0,13,0,5.0,31.0
25.08.2022,"12,8","26,8","19,1",0,"12,6",0,4.0,23.0
26.08.2022,"12,8","27,5","20,1",0,"8,4",0,5.0,29.0
27.08.2022,"13,9",20,17,"1,2","0,2",0,5.0,33.0
28.08.2022,12,"21,9","17,4",7,"3,6",0,4.0,27.0
29.08.2022,"9,8","24,5","17,1",0,"12,4",0,4.0,22.0
30.08.2022,"10,3","25,4","18,4","0,2","11,8",0,4.0,26.0
31.08.2022,"11,4","20,6","15,8","13,7",2,0,6.0,44.0
01.09.2022,"9,9","20,1","15,2",0,"5,9",0,5.0,29.0
02.09.2022,"7,5","21,1","14,5","0,2","12,5",0,5.0,31.0
03.09.2022,"10,5","20,4","14,9","2,1","4,5",0,7.0,56.0
04.09.2022,"8,8","24,3","16,3",0,"10,5",0,4.0,20.0
05.09.2022,9,26,"16,8","0,2","10,1",0,3.0,19.0
06.09.2022,"10,7","24,5","17,7",0,"5,2",0,4.0,27.0
07.09.2022,"14,6","26,7","19,5","7,1","7,7",0,5.0,38.0
08.09.2022,"8,3","21,2","15,4",2,"4,9",0,5.0,36.0
09.09.2022,"7,3","20,8","14,2","0,3","6,7",0,5.0,35.0
10.09.2022,"11,2","16,6","13,2","11,2","1,5",0,5.0,35.0
11.09.2022,"7,9","19,5","13,9","0,1","3,2",0,5.0,32.0
12.09.2022,"5,5",22,13,0,"10,6",0,3.0,18.0
13.09.2022,"6,6","26,1","16,3","0,4","7,5",0,3.0,16.0
14.09.2022,"14,8","23,3","17,8","1,6","2,1",0,6.0,47.0
15.09.2022,"7,4",19,"14,3","0,9","0,8",0,5.0,38.0
16.09.2022,"8,4","13,5","10,5","3,3","1,4",0,5.0,33.0
17.09.2022,"5,6","11,3","8,1","9,1","2,5",0,6.0,41.0
18.09.2022,"6,3",12,"8,8","2,5","0,4",0,6.0,44.0
19.09.2022,"3,5","12,3","7,7",2,"2,1",0,5.0,37.0
20.09.2022,"1,5","13,2","7,2","0,2","4,9",0,5.0,31.0
21.09.2022,"-0,4","13,6","6,7",0,11,0,5.0,31.0
22.09.2022,"0,9","14,9","7,6",0,"11,8",0,4.0,27.0
23.09.2022,"0,1","17,7","8,8",0,"9,8",0,4.0,27.0
24.09.2022,"7,2",13,"10,7","11,6",0,0,3.0,15.0
25.09.2022,9,"15,7","11,2","0,1","2,6",0,4.0,23.0
26.09.2022,"8,3","14,7","10,4","3,1","2,6",0,6.0,43.0
27.09.2022,"5,9","11,2",8,"7,9","2,8",0,7.0,55.0
28.09.2022,"5,2","9,4","7,6","3,5",0,0,6.0,40.0
29.09.2022,"4,7","11,1","7,6",0,"0,2",0,3.0,14.0
30.09.2022,"2,5","10,5","6,1",0,"2,5",0,2.0,12.0
01.10.2022,"4,8","10,8","8,6","6,6",0,0,6.0,42.0
02.10.2022,"8,3",18,12,"13,9","1,9",0,7.0,52.0
03.10.2022,3,"13,8","9,1",0,"5,7",0,4.0,24.0
04.10.2022,1,"15,4","7,7",0,"7,9",0,3.0,17.0
15.06.2022,"7,9","28,5","19,4",0,"14,6",0,4.0,21.0
16.06.2022,"11,2","26,6","19,9",0,"12,3",0,6.0,41.0
17.06.2022,"9,4","26,4",19,0,"15,2",0,4.0,24.0
18.06.2022,10,"31,1","22,3",0,"14,2",0,4.0,23.0
19.06.2022,"13,1","33,3","24,4",0,"13,9",0,5.0,30.0
20.06.2022,"14,8","28,2","20,9","0,4","9,4",0,7.0,56.0
21.06.2022,"10,5",25,"18,1","0,5","11,1",0,4.0,24.0
22.06.2022,"14,7","21,7","18,4","4,6","0,6",0,4.0,26.0
23.06.2022,"15,2","27,7","21,4","1,7","12,1",0,5.0,37.0
24.06.2022,"13,8","23,2","17,2","7,8","2,5",0,4.0,25.0
25.06.2022,"11,9","24,3","18,1",0,"14,4",0,4.0,23.0
26.06.2022,"12,2","27,8",21,"1,8","12,9",0,5.0,29.0
27.06.2022,"14,1","22,7","18,2","0,5","8,9",0,7.0,58.0
28.06.2022,"12,1","20,9",17,"0,2",4,0,5.0,31.0
29.06.2022,"11,3","25,7","18,6",0,"3,5",0,4.0,21.0
30.06.2022,"12,7","28,4","20,9","20,9","11,3",0,7.0,50.0
01.07.2022,"8,9","16,3",13,"12,8",3,0,5.0,36.0
02.07.2022,"8,4","23,3","15,9",0,"12,7",0,5.0,35.0
03.07.2022,"9,1","28,4","20,1","1,7","15,1",0,4.0,24.0
04.07.2022,"15,1",24,19,"0,9","4,5",0,3.0,19.0
05.07.2022,"10,8","24,7","18,5",0,"13,5",0,5.0,30.0
06.07.2022,"8,3","22,9","16,3",0,"12,2",0,5.0,34.0
07.07.2022,"7,8","19,2","14,3",0,"1,1",0,6.0,40.0
08.07.2022,"7,7","20,1","14,6",0,12,0,5.0,30.0
09.07.2022,"6,5","22,7",16,"0,1","7,1",0,5.0,29.0
10.07.2022,"6,6","18,7","14,2",0,"10,5",0,6.0,42.0
11.07.2022,"5,8","20,3","14,3",0,2,0,4.0,21.0
12.07.2022,"8,2","24,4","16,9",0,"13,2",0,4.0,26.0
13.07.2022,8,"29,7","20,5",0,"10,5",0,4.0,23.0
14.07.2022,"12,8","32,7","23,7",0,"13,7",0,6.0,46.0
15.07.2022,10,25,"18,3",0,"12,7",0,5.0,32.0
16.07.2022,"7,2","23,8","16,8",0,15,0,5.0,35.0
17.07.2022,"7,7","26,7","18,2",0,"15,1",0,4.0,24.0
18.07.2022,"8,4","30,2","20,6",0,15,0,4.0,21.0
19.07.2022,"9,9","32,7","22,8",0,"14,9",0,5.0,34.0
20.07.2022,"11,4","35,4","23,2","3,3","10,7",0,8.0,73.0
21.07.2022,"13,5","26,9","20,5",0,"6,5",0,4.0,24.0
22.07.2022,"11,6","30,8","22,3","2,6","14,2",0,5.0,32.0
23.07.2022,"16,6","27,2","21,1",0,"9,4",0,5.0,32.0
24.07.2022,"13,3",30,"22,1",0,"14,4",0,4.0,26.0
25.07.2022,"12,2","33,6",24,0,"11,7",0,6.0,45.0
26.07.2022,"13,3","25,3","20,5",0,"9,6",0,6.0,48.0
27.07.2022,"12,1","24,4","18,5",0,"4,4",0,4.0,26.0
28.07.2022,"11,8","27,6","19,9","5,4","12,8",0,6.0,40.0
29.07.2022,"14,7",25,"17,6","23,8","4,6",0,5.0,35.0
30.07.2022,"12,3","25,7","18,5",0,"11,3",0,5.0,34.0
31.07.2022,"10,4","27,3","19,8",0,"6,3",0,4.0,27.0
01.08.2022,"15,9","26,5","20,7","6,3","6,8",0,5.0,35.0
02.08.2022,14,27,"20,1",0,"10,4",0,4.0,21.0
03.08.2022,"12,2",31,"21,8",0,"14,4",0,5.0,35.0
04.08.2022,"12,6",33,"23,6",0,"14,3",0,5.0,29.0
05.08.2022,"16,4","30,5","23,2","8,1","7,7",0,6.0,48.0
06.08.2022,"11,4","21,4","16,7",0,"4,8",0,5.0,31.0
07.08.2022,"10,1","23,9","17,2",0,"13,1",0,5.0,34.0
08.08.2022,8,"25,5","17,4",0,"14,2",0,5.0,36.0
09.08.2022,"9,3","26,1","18,3",0,"13,9",0,6.0,39.0
20.04.2022,"-1,2","12,3","5,8",0,"13,4",0,5.0,38.0
21.04.2022,"0,7","15,1",8,0,"11,3",0,5.0,36.0
22.04.2022,"1,2","16,8","9,6",0,"12,3",0,5.0,39.0
23.04.2022,"5,9","12,5","8,7","10,5","0,5",0,6.0,40.0
24.04.2022,"6,3","9,1","7,6","5,7","0,1",0,6.0,40.0
25.04.2022,"6,5","13,6","8,8","3,4","3,1",0,7.0,50.0
26.04.2022,"4,5","10,5","7,4","5,7","2,3",0,5.0,33.0
27.04.2022,"4,3","12,6","7,8",0,"5,8",0,5.0,30.0
28.04.2022,"1,6","15,4","9,1",0,"13,5",0,6.0,40.0
29.04.2022,"0,8","17,3","9,9",0,"10,4",0,5.0,35.0
30.04.2022,"3,5","11,3",8,"9,8","2,1",0,4.0,27.0
01.05.2022,"1,4","13,7","7,9",0,"5,3",0,4.0,20.0
02.05.2022,"1,5",17,10,0,"9,3",0,5.0,31.0
03.05.2022,"3,9","19,1","11,9","0,7","10,5",0,5.0,37.0
04.05.2022,"8,4","18,1","12,8",0,"9,1",0,5.0,35.0
05.05.2022,"6,6","16,8","11,6","3,4","2,7",0,5.0,31.0
06.05.2022,"8,2","13,8","11,6","0,1","0,2",0,4.0,27.0
07.05.2022,"6,2","18,4","12,2",0,"6,6",0,5.0,33.0
08.05.2022,"6,5","16,6","11,7",0,"3,9",0,5.0,32.0
09.05.2022,"6,9","20,9","14,1",0,"12,4",0,5.0,33.0
10.05.2022,"6,2",23,"15,9",0,"10,2",0,4.0,24.0
11.05.2022,"9,2","25,9","18,9",0,"13,1",0,6.0,40.0
12.05.2022,"14,1","24,5","18,8","4,3","9,5",0,6.0,48.0
13.05.2022,"7,7","19,3","14,6","15,2","5,6",0,5.0,31.0
14.05.2022,"5,7","21,6","14,3",0,13,0,4.0,23.0
15.05.2022,"5,7","23,5","15,7","0,9","14,4",0,4.0,26.0
16.05.2022,"9,4","20,3","14,7","12,4","3,1",0,6.0,42.0
17.05.2022,"7,9",22,"16,2",0,"13,5",0,4.0,22.0
18.05.2022,"8,3","24,9","17,6",0,"14,5",0,5.0,32.0
19.05.2022,"8,7","28,5","17,5",4,"9,5",0,5.0,34.0
20.05.2022,"11,1","29,2","20,6","0,4","11,4",0,6.0,44.0
21.05.2022,"7,7","21,9","15,6",0,"12,7",0,5.0,38.0
22.05.2022,"5,5","23,3","15,3","0,3","11,6",0,4.0,26.0
23.05.2022,"9,4","21,6","15,3","7,5","4,2",0,6.0,43.0
24.05.2022,"11,7","16,6","13,9","3,1","0,4",0,6.0,43.0
25.05.2022,"9,5","18,8","13,3",0,"5,7",0,4.0,25.0
26.05.2022,"8,2","19,6","13,9",0,"7,9",0,5.0,34.0
27.05.2022,"7,7","19,6","13,5",0,8,0,6.0,42.0
28.05.2022,"4,2","15,2","10,6",0,"12,4",0,5.0,33.0
29.05.2022,"1,8","12,4","7,9","1,7",7,0,5.0,36.0
30.05.2022,0,"16,8","9,5",0,"11,8",0,4.0,24.0
31.05.2022,"3,1",21,"12,6","0,9","6,5",0,5.0,35.0
01.06.2022,7,"20,5","14,2",0,"8,7",0,6.0,41.0
02.06.2022,"7,2","21,4","14,8",0,9,0,5.0,30.0
03.06.2022,"9,3","24,9","16,6","1,4","6,3",0,4.0,22.0
04.06.2022,"10,8",24,"18,4","0,1","10,5",0,5.0,36.0
05.06.2022,"13,2","21,3","16,4","22,5","3,3",0,6.0,49.0
06.06.2022,"10,6",23,"16,8","0,7","8,7",0,5.0,30.0
07.06.2022,"11,5","19,6","14,7","5,4","3,4",0,5.0,36.0
08.06.2022,"8,5","20,5","14,6",1,9,0,6.0,42.0
09.06.2022,"9,5","17,7","13,2","0,4","6,6",0,6.0,40.0
10.06.2022,"7,4","21,7","14,9",0,"11,1",0,3.0,17.0
11.06.2022,"7,1",25,"17,2",0,"14,9",0,3.0,17.0
12.06.2022,"9,2","27,8","19,9","4,4","14,1",0,4.0,23.0
13.06.2022,"8,4","20,8","16,4",0,"12,7",0,6.0,47.0
14.06.2022,"6,4","22,8","15,9",0,"14,8",0,4.0,26.0
23.02.2022,"-1,6","9,2","4,4",0,"9,1",0,6.0,45.0
24.02.2022,"-3,2","12,4","4,3","0,6",6,0,7.0,53.0
25.02.2022,"-2,4","4,4","0,8","1,3","4,4",0,6.0,45.0
26.02.2022,"-1,7","3,2","0,7",0,"1,6",1,4.0,28.0
27.02.2022,"-3,6",5,"0,1",0,9,0,6.0,45.0
28.02.2022,-6,"5,7",0,0,"10,4",0,4.0,24.0
01.03.2022,"-7,9",5,"-1,9",0,10,0,4.0,24.0
02.03.2022,"-6,7","4,9","-0,9",0,"2,4",0,3.0,18.0
03.03.2022,"-6,3","9,8","1,1",0,"10,6",0,5.0,32.0
04.03.2022,"-5,3","5,7","-0,3",0,"10,6",0,4.0,28.0
05.03.2022,"-7,2","3,7","-1,9",0,"9,4",0,6.0,39.0
06.03.2022,"-5,2","3,9",-1,0,"7,1",0,5.0,38.0
07.03.2022,"-5,3","1,8","-2,2",0,"9,1",0,6.0,40.0
08.03.2022,-7,"6,3","-0,7",0,"10,9",0,6.0,40.0
09.03.2022,"-7,3","9,8",1,0,"11,1",0,3.0,19.0
10.03.2022,"-5,6","11,9",3,0,"11,3",0,5.0,36.0
11.03.2022,"-4,5","10,3",2,0,"10,4",0,5.0,31.0
12.03.2022,"-3,2","11,1","3,1",0,"9,9",0,5.0,33.0
13.03.2022,"-4,9",14,5,"0,1","11,2",0,4.0,26.0
14.03.2022,"2,4","13,6","7,5",0,"8,7",0,6.0,44.0
15.03.2022,"1,8","7,7","5,2","1,2",0,0,4.0,24.0
16.03.2022,"3,5","8,3","5,9",0,0,0,4.0,27.0
17.03.2022,"2,9","7,3","5,1","3,5",0,0,4.0,25.0
18.03.2022,"3,6","11,5","6,7",0,"3,4",0,6.0,46.0
19.03.2022,"1,3","10,9","4,3",0,"9,1",0,6.0,44.0
20.03.2022,"-0,6","13,5","5,6",0,11,0,5.0,32.0
21.03.2022,"-2,9","13,1","4,3",0,"10,2",0,4.0,24.0
